,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
87187,63Slke1vlnpTejDeluhyQ9,Cheap Trick,Alternative Christmas 2022,I Wish It Was Christmas Today,0,194120,False,0.383,0.984,8,-3.573,1,0.103,0.000246,0.287,0.24,0.304,164.959,4,r-n-b
97632,0pSJkiBcsXtoiy5IB4QaRS,Rick & Renner,Rick & Renner (Vol. 1),Preciso te encontrar,45,200066,False,0.649,0.438,1,-19.178,1,0.0305,0.354,0.0,0.171,0.916,126.087,4,sertanejo
109007,09IStsImFySgyp0pIQdqAc,Zedd;Maren Morris;Grey,The Middle,The Middle,80,184732,False,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,4,techno
32694,5Qd8V1vtbxkx7txNXtKiUW,Stephan Bodzin;Mathew Jonson,Armada Electronic Elements - ADE 2022,Tron - Mathew Jonson's Vca Dub,2,565041,False,0.771,0.661,5,-12.998,1,0.0686,0.00216,0.834,0.0856,0.167,124.005,4,electronic
36433,5DWyzRdimYu6Hl15DwvOz1,Columbine,"Adieu, au revoir",Borderline,35,168600,True,0.713,0.752,5,-6.257,0,0.069,0.267,0.0,0.0895,0.435,137.963,4,french
42928,3pyUuglNTWeQnEDXRiIhdb,Lack Of Interest,Trapped Inside,You Hate You,11,32785,False,0.379,0.824,5,-6.623,0,0.272,8.83e-05,0.000199,0.245,0.644,129.718,1,grindcore
20603,3brfhVrVESFlfqE1IdlFdp,Charlie Puth,CHARLIE,Smells Like Me,60,204079,False,0.602,0.565,11,-6.498,1,0.0498,0.329,0.0,0.0622,0.609,208.038,4,dance
30068,75mtKeIPLHAXokQVQmwPLp,Tiësto;Charli XCX,New Arrivals,Hot in It,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,edm
105162,3Gf8p9tWhMqE1pTiCXBoAo,Breakfast For Brunch,Iron Pan Love,Iron Pan Love,40,121714,False,0.618,0.321,8,-12.426,1,0.105,0.485,0.907,0.306,0.492,69.926,4,study
81591,4uJnQswt7f4r0tuI37wNFk,Feid,Feliz Cumpleaños con Perreo,La Buena Fai,4,144573,False,0.712,0.539,2,-5.194,1,0.174,0.116,0.0,0.219,0.406,167.764,4,pop
92289,0ygvZpFhwpSoQl8mw5d4jg,Gene Vincent & His Blue Caps,Dance To The Bop,Say Mama,33,131960,False,0.484,0.84,9,-9.832,1,0.0401,0.398,0.0,0.349,0.964,156.167,4,rockabilly
9733,3ShTQAZARvk8SwMJM27xV6,Dazaranha,Afinar as Rezas,Chega Mais Cedo,43,207270,False,0.639,0.823,4,-6.666,0,0.1,0.0752,0.0,0.248,0.967,171.066,4,brazil
72395,3lFakZehrbVDh7v52lunxS,Ice Nine Kills,Safe Is Just a Shadow (Re-Shadowed and Re-Recorded),Red Sky Warning,29,245916,False,0.316,0.978,9,-4.453,1,0.186,0.000251,0.0,0.334,0.354,199.92,4,metalcore
95615,6RYEaMxLgyopcSMR98exqu,Antonio y Joel Con Labranza,Mi Canto,Que Estes Presente,30,225870,False,0.461,0.706,6,-5.863,1,0.103,0.536,1.1e-06,0.0506,0.842,163.691,4,salsa
74080,7y6vnVnkRzcxUZMdoCaksh,Elza Soares;Chico Buarque,Do Cóccix Até o Pescoço,Façamos (Vamos Amar),47,353346,False,0.664,0.28,2,-7.606,0,0.0362,0.779,0.0,0.159,0.41,115.116,4,mpb
65323,0cx3DUvLuL7iTJ6aUzAZNx,All Ok,Happy,Happy,52,221960,False,0.548,0.604,4,-7.511,1,0.124,0.436,0.0,0.165,0.602,152.728,4,k-pop
96643,4g8kUbWmzXpeq6mmsKWdk6,Xande De Pilares,Pagode da Tia Gessy - Que Samba Bom (Ao Vivo),Encrespou o Mar / Só no Balanço / Nossas Raízes - Ao Vivo,38,320754,False,0.499,0.772,7,-7.123,1,0.0588,0.784,0.0,0.324,0.827,115.922,4,samba
25589,6G2CJ0Lop5EPywsqKm7NHj,The Gap Band,D.J. Masters: Funk Classics,Burn Rubber On Me (Why You Wanna Hurt Me),32,252640,False,0.747,0.882,11,-7.099,0,0.049,0.183,3.39e-06,0.338,0.815,116.22,4,disco
82883,4e3RvdMP5l8bW5ml8Zf4Pd,Los Crudos,Discografía,Curiosidad,22,49632,False,0.436,0.961,5,-4.104,1,0.194,0.000546,0.715,0.0811,0.336,149.172,4,power-pop
81159,0xkGTPTijMU84dtHr3KQQi,Arijit Singh;Nikhita Gandhi,Kedarnath,Qaafirana,71,341823,False,0.417,0.433,4,-8.958,1,0.0415,0.0726,0.0,0.123,0.207,169.92,4,pop
7614,1E85HehlpmnruYIENcrfAL,Greensky Bluegrass,Tuesday Letter,Tuesday Letter,23,228608,False,0.62,0.585,2,-9.549,1,0.0248,0.218,0.00978,0.108,0.831,104.859,4,bluegrass
110511,5hZz0GjweCU7v0u5VU6KlT,Tiësto;Don Diablo;Thomas Troelsen,Chemicals (feat. Thomas Troelsen),Chemicals (feat. Thomas Troelsen),53,222075,False,0.529,0.955,10,-2.59,0,0.0794,0.0344,4.55e-05,0.353,0.0893,125.988,4,trance
103160,58zsLZPvfflaiIbNWoA22O,Rag'n'Bone Man,Human (Deluxe),Human,78,200186,False,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,4,soul
31462,2okJwvZaFNtnicAkgB6GFW,Galantis;Ship Wrek;Pink Sweat$,Happy Commute,Only a Fool,0,166687,False,0.729,0.619,5,-6.155,0,0.0346,0.0451,0.0,0.0953,0.623,123.061,4,electro
29686,3GKa3RctO1YHniUDerjAij,Tritonal,Tritonia 399,"Tritonia (Tritonia 399) - Coming Up, Pt. 1",22,37533,False,0.852,0.684,1,-12.282,1,0.349,0.0124,0.0,0.122,0.48,125.93,3,dubstep
65430,78iiDXq2EBsTwnnJJWCuLy,Jagjit Singh,Dushman,Chithi Na Koi Sandesh-Jagjit Singh,51,397560,False,0.797,0.57,4,-7.959,1,0.0354,0.0994,4.3e-05,0.452,0.598,113.071,4,k-pop
60854,3kVv6jDrTn00LHXkvV91Km,Busy Signal,Ahh Haa,Ahh Haa,19,173099,False,0.639,0.665,8,-6.736,1,0.313,0.235,1.06e-05,0.162,0.651,99.981,4,j-dance
52358,2sRQWq9NELigoO4xRB9s3r,Ernest Tubb,Retrospective (Volume 2),Waltz Across Texas,46,158866,False,0.621,0.395,9,-12.138,1,0.0311,0.64,0.0,0.33,0.589,98.146,3,honky-tonk
36422,1zX4Lq4tYy3FxaQnLD8SeI,Paul Baloche,What a Friend We Have In Jesus (Audio Performance Trax),What a Friend We Have In Jesus,41,256266,False,0.459,0.404,5,-8.279,1,0.0257,0.437,0.0,0.156,0.244,81.849,4,french
50518,6ZhFWAy2bm3VDcTkmqOhDX,Plan 4,En Mil Pedazos,El Verdugo,23,238880,True,0.356,0.945,7,-3.078,1,0.209,0.000732,0.0167,0.105,0.568,140.11,3,heavy-metal
48319,7i5IbgNkFA4JwfT4OAgdgD,9mm Parabellum Bullet,TOKYO - HALLOWEEN -,Vampiregirl,0,191786,False,0.378,0.934,11,-3.702,0,0.107,0.0013,0.0149,0.322,0.602,159.829,4,hardcore
67794,7aDxn74ryymIwHHEiXrn0t,Paulina Rubio,Carrete con besties,Me Quema,0,196540,False,0.748,0.792,9,-3.817,1,0.118,0.0618,0.0,0.0797,0.686,92.049,4,latin
105726,7eZLYuZNekoxGxjMBQ8ACl,slån,modern grooves,modern grooves,32,96026,False,0.781,0.155,10,-18.203,0,0.0607,0.71,0.907,0.0821,0.762,139.876,4,study
15136,720bDWggHx9KL3TzKZeM1c,Chris James,Not Angry,Not Angry,62,199687,False,0.853,0.314,5,-12.418,0,0.065,0.646,0.000211,0.107,0.679,123.974,4,chill
17082,7FEKwb52OpeVSZxaqUspP1,KLOUD;Far Out,HUMANS (Far Out Remix),HUMANS - Far Out Remix,44,285271,False,0.416,0.741,8,-6.807,0,0.0481,0.0823,0.00146,0.338,0.299,91.954,4,club
81269,5LseDWFft6Fhwj5iK4fD5E,Justin Bieber,Santa Claus Is Coming To Town,Mistletoe,0,183066,False,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop
55358,5f82cj8Bkl0mTsqAZiJkp1,Pritam;Mika Singh;Shefali Alvares,Desi Boyz,Tu Mera Hero,53,291841,False,0.71,0.907,8,-4.274,1,0.0817,0.39,4.91e-06,0.685,0.729,131.989,4,indian
67874,42vMaWQYBqk9kf8P2uaT05,"Angel Y Khriz;Gocho ""El Lápiz De Platino"";John Eric",Halloween con perreito,Na De Na,0,202866,True,0.878,0.893,6,-5.834,1,0.122,0.182,0.0,0.105,0.682,119.925,4,latin
29557,1G09oEhz0Tye3xnYYFtvM7,KDrew;DEELYLE,Prism,Prism,48,165882,False,0.561,0.847,3,-5.028,0,0.0589,0.361,0.00389,0.126,0.399,169.869,4,dubstep
62243,3rRKLdCj1kavcwg9Z6BxAk,Jamie Cullum,CHRISTMAS TOP HITS 2022,It's Christmas,0,194706,False,0.598,0.447,8,-7.932,1,0.0404,0.224,0.0,0.0704,0.365,123.855,4,j-pop
36625,2xawhXN7xO01JqhSoaKCIW,Sofiane;Sifax,La Direction,Bout de papier,33,182746,False,0.857,0.621,2,-5.302,1,0.298,0.305,0.0,0.139,0.414,129.872,4,french
81652,3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Planet Her,Need to Know,84,210560,True,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,4,pop
108028,6vy8FU0zMBdUypwpFRPKQP,Julio Sosa;Armando Pontier y su Orquesta,Cambalache,Uno (with Armando Pontier y su Orquesta),28,170106,False,0.369,0.638,0,-7.023,1,0.0511,0.858,2.04e-05,0.131,0.315,112.203,4,tango
35960,4aqjsE4yJwAWzhxoE3kgNo,Vitor Fernandes,#REIDOPISEIRO: 2020.1,Pedir Pra Sofrer,37,150413,False,0.762,0.597,5,-5.653,1,0.0421,0.474,0.000292,0.107,0.906,144.016,4,forro
36813,1RHiqaz9MG1tKqJ9ny5Alf,Soprano;Indila,La colombe et le corbeau,Hiro (feat. Indila),55,281533,False,0.465,0.733,11,-6.935,0,0.444,0.495,0.0,0.0903,0.466,92.411,4,french
72954,6wF8zOXvWhZFGBZkksE2JY,Wildways,Картины счастливого мира,Прятки,30,193826,False,0.57,0.973,6,-4.26,1,0.0987,0.000827,1.89e-05,0.279,0.221,115.0,4,metalcore
69616,7JvWMDI6HjcvaE4mhCZqxx,Ribin Richard;Archana Mohan Iyer,Chekele (VIP Mix),Chekele - VIP Mix,23,180800,False,0.517,0.677,2,-4.299,0,0.079,0.021,0.0,0.14,0.16,150.014,4,malay
59305,6MDjPN9iHxm1ZYlXPZXmTl,Shivered,Disfigured Heart,Disfigured Heart,0,448150,False,0.519,0.783,8,-6.478,0,0.0378,0.000317,0.000403,0.0907,0.257,119.977,4,iranian
99397,0e5LcankE0UyJUuCoq1uH2,Steve Miller Band,Fishing Music,The Joker,0,264503,False,0.596,0.448,5,-9.616,1,0.0396,0.365,5.22e-06,0.207,0.796,83.293,4,singer-songwriter
2780,7IWbx6SKa1HzTdw9wuxUfc,Michael W. Smith,Santa's Christmas List,Happy Holiday / Holiday Season - Medley,0,186760,False,0.339,0.67,5,-4.587,1,0.0405,0.511,0.0,0.208,0.494,147.844,4,alt-rock
78866,5fL4iI0EWmd5X8c38WPtux,Mallorca Allstars;Isi Glück;Ikke Hüftgold;Almklausi;Lorenz Büffel;Carolina;Honk!;Sylaar,Eine Liebe (Sylaar 2k20 Remix),Eine Liebe - Sylaar 2k20 Remix,23,209552,False,0.592,0.947,11,-3.998,1,0.0316,0.000957,0.000324,0.0499,0.495,134.008,4,party
25350,6KzkqZqhUBEsWYJJa2aBOd,Michael Gray,Analog Is On,The Weekend - Radio Edit,67,192173,False,0.686,0.832,4,-5.673,0,0.0725,0.000321,0.127,0.583,0.884,127.023,4,disco
20645,7lnXTJJlkRyYH5z9MG5n6g,Ava Max,Comme un lundi,Sweet but Psycho,2,187436,False,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,4,dance
56111,3N5pSTLV4v2FZonI4JMRW1,Ritviz,Mimmi,Mimmi,53,178215,False,0.225,0.546,11,-7.595,1,0.051,0.156,0.0,0.174,0.303,63.82,5,indie-pop
63848,2jOtxETwMjr44r7BIQczDM,Zeki Müren,Zeki Müren Anısına...,Ben Zeki Müren,34,236000,False,0.567,0.525,1,-13.064,1,0.0759,0.588,0.0,0.0886,0.698,105.369,3,j-rock
45013,6I8EbSSjimK98wiDCMtnBQ,Blues Delight,Rock Island Line,Slightly Hung Over,54,285506,False,0.666,0.4,9,-7.324,0,0.0328,0.717,0.000334,0.342,0.395,98.781,3,guitar
31733,7wYbJEHoHnKdoQw7GcbjYe,Years & Years;Gryffin,Larga Vida al Electro,Desire - Gryffin Remix,0,268840,False,0.543,0.875,10,-5.069,0,0.0514,0.0622,0.0,0.157,0.415,122.058,4,electro
31647,6Zh8RyaIF8MsQ2os943OB7,Cali Y El Dandee,Para entrar en calor,Sirena,1,205791,False,0.755,0.767,1,-4.446,1,0.0535,0.00459,8.28e-06,0.0618,0.321,93.959,4,electro
81103,7AsG1F1eMWd17RYan8M3Wm,AP Dhillon;Shinda Kahlon,Two Hearts Never Break The Same,Dil Nu,71,233666,False,0.811,0.655,1,-7.118,0,0.0353,0.0947,1.63e-06,0.068,0.925,117.979,4,pop
7635,09tSut5TyAFiAYSg38gjXE,Flatt & Scruggs,Foggy Mountain Gospel,I'm Working On a Road,22,169226,False,0.624,0.234,8,-13.32,1,0.031,0.907,3.48e-06,0.149,0.811,99.758,4,bluegrass
13766,0pYmuht36fZzdpHMhEB2Al,Romanthony;Roman,What $ Love (2014 Remixes),What $ Love - Roman's Remix,5,334617,False,0.823,0.708,1,-7.411,1,0.273,0.0371,5.16e-06,0.0638,0.478,120.538,4,chicago-house
34487,1HKPdrg02TfuNZK1Q0YIut,Tiê,iCollection,Amuleto,48,206585,False,0.551,0.254,11,-7.968,1,0.0282,0.917,7.77e-06,0.104,0.382,94.616,4,folk
79629,2xar08Fq5xra2KKZs5Bw9j,Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)",I've Got a Woman,66,171466,False,0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,4,piano
14083,1rNgLcVhVTTKKmHBH8nQlt,The Little Sunshine Kids,100 Fun Songs for Kids Vol. 1,5 Little Monkeys,65,87771,False,0.908,0.253,10,-10.474,1,0.0587,0.441,0.0,0.115,0.962,131.799,4,children
64957,15tIB5MPquBcVd4pAVlzm1,Hoffy Beats;Iamcloud,Levitation,Levitation,50,123347,False,0.701,0.015,10,-23.549,1,0.0561,0.863,0.927,0.0992,0.0364,125.019,4,jazz
98675,4MwRAXSgyWMD5LuwFbGwkJ,Jan Ammann;Sabrina Weckerlin,Musical,"Totale Finsternis (From the Musical "" Tanz der Vampire "" )",22,378920,False,0.423,0.684,9,-5.665,1,0.0406,0.665,0.0,0.354,0.189,122.587,4,show-tunes
75017,02xd7yuAEiLOF7rt4zlPep,Yiruma,The Rewritten Memories,River Flows in You - Orchestra Version,57,285251,False,0.0863,0.201,4,-14.365,0,0.0355,0.915,0.943,0.113,0.0398,74.351,3,new-age
40477,0aCBuemfRYrqMyp1zsxEMx,Giselli Cristina,Tua Santidade,Quero Adorá-Lo,41,341626,False,0.243,0.316,2,-9.152,1,0.0295,0.923,9.6e-05,0.229,0.254,76.29,4,gospel
38922,05mDNHUsh8mb0Du7DXYxag,WAAX,Big Grief,History,25,230586,False,0.518,0.489,7,-7.735,1,0.0297,0.00249,0.000288,0.106,0.14,107.848,3,garage
26831,5tQLDu1DNTEasldQhulale,Kuba Jurzyk,Cały świat (Radio Edit),Cały świat - Radio Edit,19,180318,False,0.581,0.507,7,-8.021,1,0.0326,0.0496,0.0,0.093,0.458,137.985,4,disney
1524,7Ig85CHnKlZUzicGbgVjhJ,Afrocidade,Vivão,Topo do Mundo,19,185864,False,0.744,0.863,1,-4.424,1,0.0375,0.0242,0.000183,0.151,0.676,132.983,4,afrobeat
94307,7zNfYofQ0mkPo6oj0jjRlb,Louyah,Virgo,Cut Off,44,179962,True,0.643,0.74,7,-3.597,1,0.0575,0.64,3.73e-06,0.153,0.382,83.97,4,sad
102306,0KRSjRi3cEKMuFhAXKyd7d,Anupam Roy,Piku,Lamhe Guzar Gaye,45,258069,False,0.575,0.394,10,-9.913,1,0.0238,0.357,2.05e-05,0.153,0.271,94.936,4,songwriter
33534,7hwthq1edAI6IMNBmmypqH,Killing Me Inside,One Reason,For One Last Time,39,291093,False,0.422,0.936,5,-3.835,0,0.126,0.00245,1.95e-05,0.231,0.226,159.941,4,emo
19003,1e3QZ42GsP8cTy5uQ0G7J3,Zach Bryan,New Country,Something in the Orange,3,228013,False,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,country
99191,5yypk7EZvpqDCYSAVIHFJ3,Lauren Spencer Smith,Sad Love Songs 2022,Fingers Crossed,2,175344,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,4,singer-songwriter
61331,5JSwpFI18XqMckY8HKDail,Shiritsu Ebisu Chugaku,私立恵比寿中学,トキメキ的週末論,23,267360,False,0.66,0.939,2,-3.241,0,0.0483,0.00185,0.0,0.34,0.873,131.031,4,j-idol
88705,1ri9ZUkBJVFUdgwzCnfcYs,Becky G;KAROL G,MAMIII,MAMIII,85,226088,False,0.843,0.7,4,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,4,reggae
11491,1uBsu3PbD2909UBIfEMLvK,The Rolling Stones,Jumpin' Jack Flash / Child Of The Moon,Jumpin' Jack Flash,65,222933,False,0.595,0.885,3,-7.688,1,0.0518,0.0744,0.534,0.0844,0.643,137.243,4,british
4960,3SneyeUpTaZfmdT2LeEAhk,Project AER;v i v,How Are You? I'm Okay,Safe Space,11,173499,False,0.727,0.21,8,-16.49,1,0.0448,0.888,0.844,0.11,0.0403,124.068,4,ambient
56113,3DamFFqW32WihKkTVlwTYQ,Owl City,Ocean Eyes,Fireflies,79,228346,False,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,4,indie-pop
28171,2wm6DCnWcWwfsIl0LvWYZ8,ILLENIUM;Call Me Karizma,God Damnit (with Call Me Karizma),God Damnit (with Call Me Karizma),51,215874,True,0.68,0.618,7,-5.469,1,0.0977,0.293,0.0,0.252,0.366,96.111,4,dub
84550,5FnpXVgDOk2sLT58qM22Of,The Beatles,The Beatles (Remastered),Julia - Remastered 2009,54,176666,False,0.512,0.0953,2,-16.082,1,0.0304,0.828,0.000268,0.117,0.193,134.706,4,psych-rock
91987,5Xpn8seuohodh7p0DFk13V,Tom Petty and the Heartbreakers,Rockin' Around The Christmas Tree 2022,Christmas All Over Again,0,253626,False,0.44,0.838,9,-6.196,1,0.0423,0.0956,0.0,0.473,0.619,138.908,4,rock
32143,4tcoy9e3wbgGlXDXusZEra,The Chemical Brothers,Halloween Hits,Go,1,260696,True,0.751,0.897,1,-3.602,1,0.0468,0.00957,2.72e-05,0.329,0.483,119.97,4,electronic
35894,0hT9G2vFdS7ppj1lgoobfo,Desejo De Menina,O Baú da Desejo 2,Uma Vez e Nunca Mais,37,113235,False,0.581,0.835,9,-6.026,1,0.0449,0.254,1.57e-06,0.627,0.492,80.028,4,forro
36600,1x7Ts6pnwIwOOo0vSMNndW,Her,Her Tape #1,Her,54,258264,False,0.698,0.458,7,-8.735,0,0.0348,0.808,0.0962,0.151,0.114,94.969,4,french
89557,5b1je14Oz92lpIlIMLieWw,Farruko,Viaje,Viaje,71,303626,True,0.705,0.799,0,-4.776,0,0.0347,0.0357,0.417,0.0643,0.658,122.018,4,reggaeton
4510,0n3mB1nLmwh55MZaqQllEq,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),The Wedding,49,102584,False,0.241,0.231,10,-16.365,1,0.0322,0.85,0.939,0.112,0.274,134.836,3,ambient
112846,3vWjG4yGIip2a4XUf3rt4R,Bergen,Garibin Çilesi Mezarda Biter,Garibin Çilesi Mezarda Biter,39,324205,False,0.524,0.589,11,-3.556,0,0.0304,0.946,0.00089,0.226,0.403,100.042,4,turkish
57325,7uo2L5FAja3pWIBa3HJVeC,Zeph,scared of everything,could you love me while i hate myself,69,60333,False,0.68,0.406,9,-11.313,1,0.0414,0.782,0.00019,0.11,0.551,119.901,4,indie
63328,5nSdJRpyM8OkYOVGa5rlsw,Mr.Children,I LOVE U,靴ひも,37,262373,False,0.664,0.824,5,-5.616,1,0.026,0.0401,0.0,0.12,0.475,122.014,4,j-rock
3347,3sdokgCYFdz24u6vohprY4,Andrés Calamaro;Carlos Vives,Pañuelos al viento,Algún Lugar Encontraré,0,254955,False,0.694,0.52,9,-8.758,1,0.0245,0.412,1.26e-06,0.137,0.52,108.06,4,alternative
74099,5FTkJggemdWf4Kr6CyWJv1,Kid Abelha,Ressaquinha,"Na rua, na chuva, na fazenda (Casinha de sapé)",0,224373,False,0.754,0.495,0,-10.966,1,0.0322,0.106,0.00316,0.0685,0.807,140.244,4,mpb
3192,1GaLQ64H7Df0HG2cIOXy5i,Evanescence,Halloween Party 2022,Haunted,0,185440,False,0.37,0.861,4,-4.588,0,0.0625,0.00959,0.00449,0.107,0.16,155.671,4,alternative
84459,3hNUYt4dMM9RhcWmty8oKF,The Beatles,The Beatles 1962 - 1966 (Remastered),Day Tripper - Remastered 2009,56,169613,False,0.641,0.722,6,-10.553,0,0.0297,0.117,0.0,0.19,0.698,137.732,4,psych-rock
95037,3ZsIx1AB7NJqFet6IZzh4n,Eddie Santiago,Salsa x siempre,Tú Me Quemas,0,299480,False,0.736,0.843,5,-2.383,0,0.0427,0.486,0.0,0.048,0.907,171.183,4,salsa
26736,6VLlX6KCXdEeZIsCTZhkMZ,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Die Kerze,19,200093,False,0.18,0.336,0,-13.151,1,0.0425,0.606,0.988,0.31,0.0342,102.119,5,disney
86746,1rfPKTKzzDaz1lDjadZVqb,Jennifer Rostock,Du willst mir an die Wäsche (feat. Sido) [Live in Berlin],Du willst mir an die Wäsche (feat. Sido) - Live in Berlin 2012,39,214796,False,0.599,0.941,7,-3.828,1,0.0899,0.00883,0.0,0.892,0.599,98.062,4,punk
79704,7iv6u8KM5GVTt01WbDLQAO,F.B. Piano Anime,Yuri on Ice (Yuri!!! on Ice Original Soundtrack),Yuri on Ice (Yuri!!! on Ice Original Soundtrack),34,235998,False,0.253,0.239,3,-16.741,1,0.0306,0.95,0.908,0.125,0.0599,77.321,4,piano
22663,153SwL1d9SfCLWhqIs08we,Annihilator,Alice In Hell,Alison Hell,49,301053,False,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886,4,death-metal
87575,3Woeg6S8vTWmrusakmgoPz,Legião Urbana,Que Pais E Este,Angra Dos Reis,43,301533,False,0.639,0.347,5,-13.023,1,0.0238,0.075,0.0107,0.115,0.126,89.998,4,r-n-b
23514,1nN4hImiv5VUApR5bnqrvS,Syn Cole,Drift,Drift,55,164516,False,0.726,0.801,1,-3.79,1,0.0278,0.109,0.0319,0.654,0.705,124.037,4,deep-house
62821,4oQ0u90vIpHYPnc85OeS1v,Macaroni Empitsu,ハッピーエンドへの期待は,mother,36,215562,False,0.457,0.814,7,-4.431,1,0.0528,0.053,0.0,0.341,0.514,158.077,4,j-pop
63578,565ibWxtZ0eYGeB0UsP99n,My Hair is Bad,mothers,シャトルに乗って,34,299946,False,0.563,0.543,10,-6.877,0,0.0276,0.0297,0.0,0.12,0.302,91.045,4,j-rock
79264,1sINJB2tVaHV5r3iKCACHv,Norman Dück,Reframe,Reframe,63,127109,False,0.319,0.0367,9,-29.23,0,0.0481,0.99,0.942,0.102,0.0556,138.784,3,piano
35774,0x63wubUOWRqBEu0AKHp7R,Edson Lima e Gatinha Manhosa,20 Grandes Sucessos: A Voz de Quem Te Ama,Isso É Imortal,38,218853,False,0.39,0.82,8,-6.941,1,0.0493,0.201,0.0,0.0555,0.561,166.054,4,forro
108878,6jB2trS8gm05r1Qx4qatgl,Alberto Gomez,"Aquellas Lindas Melodias, Vol. 1",El Punal Sevillano,15,199573,False,0.748,0.276,2,-11.203,0,0.0403,0.879,0.00148,0.0615,0.964,126.201,4,tango
78986,4xwsdrv3SJ13rtyDWlidm3,Mia Julia;DJ Mico,Geile Zeit,Mallorca da bin ich daheim - Orchester Version,23,264984,False,0.611,0.816,10,-4.076,1,0.0559,0.538,0.0,0.156,0.369,129.97,4,party
109683,5qZxa73r5VUTjMW0Eoz96f,Promo;G-Shock,Never Compromise,Demons - Promo Remix,28,396133,False,0.54,0.983,7,-2.578,1,0.578,0.0487,0.922,0.203,0.0695,159.837,4,techno
15735,0pu6Ruz29xmpiMpSTyFnPb,Holem;Shiloh Dynasty,In My Feelings,Sex for Breakfast,55,97297,False,0.81,0.0774,0,-17.368,1,0.0526,0.927,0.0325,0.418,0.442,111.017,3,chill
86761,3mS1DMR2N8eQ0qGezDPTOx,Vypsana Fixa,Čtyři Slunce,Čtyři Slunce,39,228320,False,0.56,0.874,4,-6.057,0,0.0456,0.256,0.317,0.175,0.515,124.991,4,punk
73608,6YZTEtVQgdTC8tUtjow5Xx,Recondite,Update,Warg,36,421680,False,0.812,0.529,9,-10.572,1,0.0432,0.158,0.929,0.109,0.0582,122.012,4,minimal-techno
13551,5R0O1izXn9jy0PQn1Ki2Lt,Glenn Underground,Atmosfear,Colouration,35,310040,False,0.862,0.664,10,-8.918,0,0.0886,0.000232,0.939,0.0494,0.618,125.761,4,chicago-house
41215,1fZvEmAmWtsDSUjAgDhddU,Amaranthe,MASSIVE ADDICTIVE,Digital World,60,197666,False,0.523,0.948,11,-4.627,0,0.12,0.000114,0.053,0.544,0.567,150.025,4,goth
96645,02zFCfzkqFwNaZ4f0idBbi,Exaltasamba,Todos Os Sambas Ao Vivo,Me Apaixonei Pela Pessoa Errada - Ao Vivo,39,206333,False,0.403,0.724,2,-8.327,1,0.0391,0.627,0.0,0.958,0.816,159.921,4,samba
104648,67XdwlL1pz7RHzsJTvn8yE,Ana Torroja,Conexión (En Vivo),Introducción a un Destino / La Fuerza del Destino - En Vivo,29,357653,False,0.687,0.648,4,-9.603,1,0.0324,0.211,1.15e-06,0.978,0.524,96.034,4,spanish
33266,1uxDHAH3cPPg5tmzcoDAIH,POORSTACY,i don't care,make up,61,121413,True,0.781,0.474,0,-7.436,1,0.24,0.119,0.0,0.0685,0.584,87.615,4,emo
59509,2fQw8yRiLIXrT3lPeVJNJ5,Ixuol,Abstraction In High Fidelity,Rist,0,196000,False,0.507,0.287,8,-12.172,1,0.0305,0.966,0.939,0.108,0.0531,136.005,4,iranian
108581,1I0gGPEFiIM62rcVG32w7c,Adriana Varela,Neruda En El Corazon,Me Gustas Cuando Callas ((Poema 15),18,165106,False,0.535,0.395,6,-6.463,0,0.0561,0.831,0.0,0.043,0.627,105.432,5,tango
54,2sYFi9xVSZ56WHKSY2fN1K,Adam Christopher,So Far Away (Acoustic),So Far Away - Acoustic,52,171543,False,0.576,0.331,6,-9.389,0,0.0306,0.894,3.44e-05,0.129,0.407,149.02,4,acoustic
71453,507bYMYfbm6sUS9iEAaeSd,Seether;Amy Lee,Disclaimer II,Broken,70,258333,False,0.448,0.61,3,-2.695,0,0.0342,0.0102,0.000491,0.135,0.214,123.762,4,metal
